transaction_id,customer_id,vendor_id,transaction_date,amount,payment_method
TXN_525,101.0,202,2026-09-01,450.0,PayPal
TXN_526,999.0,203,2026-09-01,15000.0,
TXN_527,105.0,201,2026-09-01,15000.0,PayPal
TXN_528,,203,2026-09-01,,PayPal
TXN_529,101.0,204,2026-09-01,450.0,Credit Card
TXN_530,103.0,201,2026-09-01,-50.0,Bank Transfer
TXN_531,,201,Invalid_Date,-50.0,Bank Transfer
TXN_532,105.0,204,Invalid_Date,15000.0,PayPal
TXN_533,105.0,201,2026-09-01,450.0,Credit Card
TXN_534,,201,,120.5,PayPal
TXN_535,102.0,204,2026-09-02,,Credit Card
TXN_536,102.0,202,Invalid_Date,15000.0,PayPal
TXN_537,105.0,204,2026-09-01,15000.0,PayPal
TXN_538,999.0,201,2026-09-02,450.0,PayPal
TXN_539,,204,2026-09-01,450.0,
TXN_540,101.0,201,Invalid_Date,15000.0,PayPal
TXN_541,104.0,203,Invalid_Date,-50.0,Credit Card
TXN_542,103.0,201,2026-09-01,,PayPal
TXN_543,102.0,202,,-50.0,
TXN_544,101.0,201,2026-09-01,120.5,PayPal
TXN_545,103.0,202,Invalid_Date,,Credit Card
TXN_546,999.0,204,Invalid_Date,15000.0,
TXN_547,101.0,203,2026-09-01,-50.0,PayPal
TXN_548,101.0,203,2026-09-02,120.5,Bank Transfer
TXN_549,105.0,202,2026-09-02,,Credit Card
TXN_550,101.0,204,2026-09-02,120.5,Bank Transfer
TXN_551,101.0,202,,,Bank Transfer
TXN_552,,201,,-50.0,PayPal
TXN_553,101.0,204,,,PayPal
TXN_554,103.0,202,2026-09-01,450.0,Credit Card
TXN_555,103.0,204,2026-09-01,450.0,Bank Transfer
TXN_556,104.0,204,,120.5,PayPal
TXN_557,,201,2026-09-01,-50.0,
TXN_558,104.0,203,2026-09-01,450.0,Credit Card
TXN_559,999.0,201,Invalid_Date,120.5,Bank Transfer
TXN_560,102.0,201,2026-09-02,,Credit Card
TXN_561,,202,2026-09-02,120.5,
TXN_562,103.0,203,2026-09-01,120.5,PayPal
TXN_563,,204,2026-09-01,,Bank Transfer
TXN_564,999.0,203,Invalid_Date,120.5,PayPal
TXN_565,105.0,204,2026-09-01,450.0,
TXN_566,103.0,204,Invalid_Date,-50.0,Bank Transfer
TXN_567,,203,Invalid_Date,450.0,
TXN_568,999.0,202,2026-09-01,,Bank Transfer
TXN_569,103.0,202,,450.0,
TXN_570,105.0,204,,450.0,Credit Card
TXN_571,999.0,201,2026-09-02,,
TXN_572,104.0,203,2026-09-02,15000.0,Credit Card
TXN_573,999.0,202,2026-09-01,,
TXN_574,103.0,201,,120.5,PayPal
TXN_575,102.0,204,Invalid_Date,120.5,
TXN_576,101.0,201,,450.0,PayPal
TXN_577,103.0,204,2026-09-01,15000.0,PayPal
TXN_578,105.0,204,Invalid_Date,120.5,Bank Transfer
TXN_579,,203,2026-09-02,-50.0,Bank Transfer
TXN_580,999.0,201,2026-09-01,15000.0,Bank Transfer
TXN_581,102.0,201,2026-09-01,-50.0,Credit Card
TXN_582,103.0,204,,120.5,PayPal
TXN_583,105.0,202,2026-09-02,15000.0,Credit Card
TXN_584,103.0,204,Invalid_Date,-50.0,Bank Transfer
TXN_585,103.0,201,2026-09-02,120.5,Bank Transfer
TXN_586,102.0,201,,-50.0,PayPal
TXN_587,103.0,202,,450.0,Credit Card
TXN_588,102.0,203,Invalid_Date,450.0,
TXN_589,,201,Invalid_Date,-50.0,Credit Card
TXN_590,103.0,201,,120.5,Bank Transfer
TXN_591,105.0,202,2026-09-01,-50.0,Credit Card
TXN_592,999.0,201,Invalid_Date,,Credit Card
TXN_593,105.0,204,,120.5,
TXN_594,102.0,203,,450.0,Credit Card
TXN_595,102.0,202,Invalid_Date,15000.0,Bank Transfer
TXN_596,104.0,201,2026-09-02,120.5,PayPal
TXN_597,105.0,201,2026-09-01,-50.0,Credit Card
TXN_598,999.0,201,Invalid_Date,450.0,Credit Card
TXN_599,104.0,202,2026-09-01,120.5,
TXN_600,102.0,204,2026-09-02,-50.0,PayPal
TXN_601,104.0,203,,120.5,PayPal
TXN_602,105.0,201,,450.0,
TXN_603,102.0,202,Invalid_Date,450.0,Bank Transfer
TXN_604,,204,,120.5,Bank Transfer
TXN_605,105.0,202,2026-09-02,-50.0,Credit Card
TXN_606,103.0,204,2026-09-02,450.0,PayPal
TXN_607,,201,,15000.0,Credit Card
TXN_608,999.0,201,Invalid_Date,-50.0,Bank Transfer
TXN_609,105.0,201,Invalid_Date,450.0,Credit Card
TXN_610,,201,Invalid_Date,15000.0,Bank Transfer
TXN_611,101.0,202,2026-09-02,120.5,
TXN_612,101.0,203,2026-09-01,120.5,
TXN_613,104.0,201,,15000.0,Credit Card
TXN_614,102.0,204,2026-09-02,120.5,
TXN_615,102.0,204,Invalid_Date,120.5,Bank Transfer
TXN_616,101.0,204,2026-09-02,120.5,
TXN_617,105.0,203,2026-09-01,120.5,PayPal
TXN_618,102.0,201,2026-09-02,120.5,Bank Transfer
TXN_619,,201,,450.0,
TXN_620,102.0,201,2026-09-01,,Bank Transfer
TXN_621,105.0,201,Invalid_Date,,Credit Card
TXN_622,105.0,204,,120.5,Bank Transfer
TXN_623,999.0,202,2026-09-02,,Bank Transfer
TXN_624,,203,2026-09-01,15000.0,PayPal
TXN_625,101.0,203,2026-09-02,450.0,
TXN_626,101.0,203,2026-09-02,120.5,Credit Card
TXN_627,,202,Invalid_Date,-50.0,
TXN_628,105.0,204,Invalid_Date,-50.0,
TXN_629,,201,2026-09-01,120.5,Bank Transfer
TXN_630,104.0,204,2026-09-02,-50.0,PayPal
TXN_631,,201,,120.5,PayPal
TXN_632,,203,,-50.0,Credit Card
TXN_633,999.0,201,2026-09-01,120.5,Bank Transfer
TXN_634,101.0,204,2026-09-02,450.0,Credit Card
TXN_635,102.0,203,Invalid_Date,450.0,Credit Card
TXN_636,104.0,203,,,Bank Transfer
TXN_637,105.0,202,Invalid_Date,120.5,PayPal
TXN_638,,203,2026-09-02,450.0,
TXN_639,104.0,201,2026-09-01,450.0,Credit Card
TXN_640,105.0,202,2026-09-02,,PayPal
TXN_641,102.0,204,Invalid_Date,450.0,PayPal
TXN_642,,204,2026-09-02,,Bank Transfer
TXN_643,104.0,204,,-50.0,PayPal
TXN_644,103.0,204,Invalid_Date,120.5,Credit Card
TXN_645,104.0,202,,15000.0,Credit Card
TXN_646,101.0,203,2026-09-01,,Credit Card
TXN_647,102.0,201,2026-09-02,,Credit Card
TXN_648,999.0,204,2026-09-02,120.5,Credit Card
TXN_649,102.0,203,Invalid_Date,15000.0,Bank Transfer
TXN_650,104.0,202,2026-09-01,120.5,
TXN_651,104.0,203,2026-09-01,,PayPal
TXN_652,,203,2026-09-01,15000.0,PayPal
TXN_653,104.0,203,2026-09-02,,Credit Card
TXN_654,103.0,201,2026-09-02,-50.0,
TXN_655,105.0,202,2026-09-01,120.5,
TXN_656,105.0,204,,450.0,
TXN_657,103.0,203,Invalid_Date,120.5,
TXN_658,104.0,203,Invalid_Date,-50.0,Bank Transfer
TXN_659,103.0,204,Invalid_Date,-50.0,Bank Transfer
TXN_660,104.0,204,,120.5,Bank Transfer
TXN_661,,201,2026-09-01,450.0,Bank Transfer
TXN_662,103.0,202,,-50.0,
TXN_663,999.0,202,2026-09-01,,Bank Transfer
TXN_664,101.0,202,Invalid_Date,,
TXN_665,,202,,450.0,Bank Transfer
TXN_666,,203,,,Bank Transfer
TXN_667,103.0,203,,15000.0,PayPal
TXN_668,105.0,201,Invalid_Date,,PayPal
TXN_669,999.0,202,2026-09-02,-50.0,PayPal
TXN_670,103.0,204,2026-09-02,,
TXN_671,105.0,201,Invalid_Date,15000.0,PayPal
TXN_672,,203,Invalid_Date,450.0,Credit Card
TXN_673,103.0,201,2026-09-02,-50.0,
TXN_674,103.0,203,2026-09-01,450.0,
TXN_675,,202,2026-09-02,-50.0,Bank Transfer
TXN_676,102.0,201,2026-09-01,450.0,
TXN_677,,203,2026-09-02,-50.0,Bank Transfer
TXN_678,105.0,203,2026-09-02,15000.0,Credit Card
TXN_679,103.0,202,2026-09-01,15000.0,Credit Card
TXN_680,103.0,201,2026-09-01,-50.0,Credit Card
TXN_681,104.0,201,2026-09-01,,Credit Card
TXN_682,999.0,202,,,Bank Transfer
TXN_683,101.0,203,2026-09-01,,
TXN_684,,203,,450.0,
TXN_685,102.0,204,2026-09-01,15000.0,Credit Card
TXN_686,105.0,202,2026-09-02,,
TXN_687,105.0,201,2026-09-01,-50.0,Credit Card
TXN_688,102.0,204,2026-09-01,450.0,Bank Transfer
TXN_689,105.0,204,2026-09-02,120.5,Bank Transfer
TXN_690,103.0,204,2026-09-01,,
TXN_691,105.0,203,2026-09-02,15000.0,PayPal
TXN_692,999.0,201,2026-09-02,15000.0,Credit Card
TXN_693,104.0,202,2026-09-02,120.5,PayPal
TXN_694,103.0,203,2026-09-01,15000.0,Bank Transfer
TXN_695,104.0,204,2026-09-02,15000.0,Credit Card
TXN_696,104.0,201,2026-09-01,450.0,PayPal
TXN_697,,201,Invalid_Date,120.5,PayPal
TXN_698,105.0,202,Invalid_Date,,PayPal
TXN_699,103.0,204,2026-09-02,-50.0,Bank Transfer
TXN_700,999.0,202,2026-09-02,,Bank Transfer
TXN_701,103.0,201,2026-09-02,,Bank Transfer
TXN_702,999.0,204,,15000.0,PayPal
TXN_703,102.0,204,Invalid_Date,450.0,PayPal
TXN_704,999.0,201,Invalid_Date,15000.0,Credit Card
TXN_705,104.0,201,2026-09-01,-50.0,
TXN_706,,202,Invalid_Date,450.0,Bank Transfer
TXN_707,102.0,201,Invalid_Date,120.5,PayPal
TXN_708,104.0,202,2026-09-02,-50.0,PayPal
TXN_709,101.0,203,Invalid_Date,15000.0,PayPal
TXN_710,,203,,120.5,
TXN_711,103.0,204,,120.5,PayPal
TXN_712,,204,Invalid_Date,15000.0,PayPal
TXN_713,101.0,202,2026-09-02,,Bank Transfer
TXN_714,,202,2026-09-02,,Credit Card
TXN_715,102.0,201,,-50.0,PayPal
TXN_716,105.0,202,,120.5,PayPal
TXN_717,999.0,204,Invalid_Date,120.5,
TXN_718,105.0,202,2026-09-02,120.5,Bank Transfer
TXN_719,103.0,203,Invalid_Date,15000.0,PayPal
TXN_720,103.0,204,2026-09-02,120.5,Bank Transfer
TXN_721,104.0,201,Invalid_Date,-50.0,
TXN_722,104.0,202,2026-09-02,450.0,PayPal
TXN_723,104.0,204,,450.0,PayPal
TXN_724,103.0,202,2026-09-02,,Credit Card
TXN_725,102.0,201,,-50.0,Bank Transfer
TXN_726,104.0,204,Invalid_Date,-50.0,
TXN_727,,202,Invalid_Date,120.5,PayPal
TXN_728,104.0,203,2026-09-02,120.5,
TXN_729,102.0,204,,450.0,
TXN_730,105.0,202,2026-09-01,120.5,PayPal
TXN_731,,201,2026-09-02,450.0,PayPal
TXN_732,,201,,-50.0,Credit Card
TXN_733,999.0,204,,,Credit Card
TXN_734,999.0,201,Invalid_Date,450.0,
TXN_735,101.0,203,Invalid_Date,120.5,Bank Transfer
TXN_736,104.0,201,2026-09-01,-50.0,PayPal
TXN_737,105.0,204,Invalid_Date,-50.0,Credit Card
TXN_738,102.0,203,Invalid_Date,450.0,
TXN_739,105.0,204,2026-09-01,,Bank Transfer
TXN_740,101.0,204,2026-09-02,120.5,Bank Transfer
TXN_741,999.0,203,2026-09-01,,PayPal
TXN_742,104.0,201,2026-09-02,,PayPal
TXN_743,999.0,203,2026-09-01,120.5,Credit Card
TXN_744,104.0,204,,450.0,Credit Card
TXN_745,103.0,203,,450.0,PayPal
TXN_746,101.0,201,2026-09-02,15000.0,Bank Transfer
TXN_747,,204,,15000.0,PayPal
TXN_748,103.0,202,,450.0,PayPal
TXN_749,104.0,201,Invalid_Date,,Bank Transfer
TXN_750,102.0,203,2026-09-02,15000.0,PayPal
TXN_751,105.0,203,2026-09-02,-50.0,Bank Transfer
TXN_752,999.0,204,Invalid_Date,450.0,
TXN_753,104.0,203,Invalid_Date,-50.0,Bank Transfer
TXN_754,999.0,203,Invalid_Date,,Bank Transfer
TXN_755,104.0,204,2026-09-01,-50.0,Bank Transfer
TXN_756,104.0,201,Invalid_Date,15000.0,
TXN_757,104.0,203,,-50.0,Bank Transfer
TXN_758,,203,Invalid_Date,120.5,Credit Card
TXN_759,105.0,204,2026-09-02,120.5,Bank Transfer
TXN_760,,202,2026-09-02,120.5,Bank Transfer
TXN_761,103.0,201,,-50.0,
TXN_762,,204,Invalid_Date,15000.0,PayPal
TXN_763,,203,Invalid_Date,-50.0,PayPal
TXN_764,105.0,202,2026-09-01,,
TXN_765,103.0,204,2026-09-02,,PayPal
TXN_766,103.0,203,,15000.0,Bank Transfer
TXN_767,102.0,204,2026-09-02,120.5,PayPal
TXN_768,101.0,202,Invalid_Date,15000.0,Bank Transfer
TXN_769,,202,Invalid_Date,15000.0,PayPal
TXN_770,102.0,204,2026-09-01,120.5,PayPal
TXN_771,104.0,201,2026-09-01,450.0,
TXN_772,101.0,201,2026-09-01,450.0,Credit Card
TXN_773,999.0,204,2026-09-01,120.5,PayPal
TXN_774,103.0,201,,15000.0,
TXN_775,104.0,202,2026-09-01,15000.0,Credit Card
TXN_776,,203,,15000.0,PayPal
TXN_777,103.0,203,,120.5,Bank Transfer
TXN_778,105.0,201,Invalid_Date,-50.0,PayPal
TXN_779,105.0,204,Invalid_Date,15000.0,Bank Transfer
TXN_780,103.0,201,,-50.0,Bank Transfer
TXN_781,,202,2026-09-02,,Bank Transfer
TXN_782,103.0,203,Invalid_Date,15000.0,PayPal
TXN_783,101.0,201,2026-09-01,,
TXN_784,105.0,203,2026-09-02,-50.0,Bank Transfer
TXN_785,101.0,202,,120.5,PayPal
TXN_786,,203,,120.5,Credit Card
TXN_787,105.0,203,Invalid_Date,,Credit Card
TXN_788,101.0,202,2026-09-02,450.0,PayPal
TXN_789,102.0,202,Invalid_Date,-50.0,PayPal
TXN_790,105.0,203,2026-09-02,450.0,PayPal
TXN_791,102.0,201,Invalid_Date,15000.0,
TXN_792,,203,2026-09-01,-50.0,Bank Transfer
TXN_793,104.0,202,2026-09-01,-50.0,
TXN_794,999.0,202,Invalid_Date,450.0,PayPal
TXN_795,103.0,204,,15000.0,
TXN_796,999.0,201,2026-09-01,15000.0,Bank Transfer
TXN_797,999.0,201,2026-09-01,15000.0,PayPal
TXN_798,101.0,201,2026-09-01,120.5,Credit Card
TXN_799,104.0,204,Invalid_Date,120.5,
TXN_800,105.0,204,2026-09-02,450.0,Credit Card
TXN_801,104.0,203,2026-09-02,120.5,PayPal
TXN_802,105.0,203,2026-09-02,15000.0,Credit Card
TXN_803,,204,2026-09-02,450.0,Bank Transfer
TXN_804,,202,2026-09-02,120.5,Bank Transfer
TXN_805,,203,Invalid_Date,-50.0,
TXN_806,,202,2026-09-02,15000.0,
TXN_807,101.0,201,,-50.0,Bank Transfer
TXN_808,102.0,201,2026-09-01,15000.0,Credit Card
TXN_809,102.0,203,Invalid_Date,,Bank Transfer
TXN_810,,202,2026-09-02,450.0,Credit Card
TXN_811,999.0,201,Invalid_Date,,Bank Transfer
TXN_812,105.0,202,Invalid_Date,450.0,
TXN_813,101.0,204,2026-09-01,,PayPal
TXN_814,102.0,201,2026-09-01,,Credit Card
TXN_815,104.0,201,Invalid_Date,,Bank Transfer
TXN_816,105.0,203,Invalid_Date,-50.0,Bank Transfer
TXN_817,,201,2026-09-02,450.0,PayPal
TXN_818,102.0,204,,15000.0,Credit Card
TXN_819,103.0,201,2026-09-01,120.5,
TXN_820,101.0,201,2026-09-01,450.0,Bank Transfer
TXN_821,999.0,203,2026-09-01,450.0,Credit Card
TXN_822,104.0,202,,-50.0,
TXN_823,102.0,203,2026-09-02,,Credit Card
TXN_824,999.0,201,,-50.0,PayPal
TXN_825,102.0,201,Invalid_Date,120.5,Bank Transfer
TXN_826,102.0,203,,120.5,
TXN_827,999.0,201,2026-09-02,,Credit Card
TXN_828,104.0,201,2026-09-02,15000.0,Bank Transfer
TXN_829,,203,2026-09-01,-50.0,PayPal
TXN_830,104.0,204,Invalid_Date,15000.0,
TXN_831,101.0,201,2026-09-01,120.5,PayPal
TXN_832,999.0,204,2026-09-02,120.5,Bank Transfer
TXN_833,999.0,204,Invalid_Date,120.5,Credit Card
TXN_834,101.0,202,,-50.0,PayPal
TXN_835,103.0,201,,,Bank Transfer
TXN_836,999.0,203,Invalid_Date,15000.0,Bank Transfer
TXN_837,105.0,202,,120.5,Bank Transfer
TXN_838,104.0,202,Invalid_Date,15000.0,
TXN_839,101.0,202,,-50.0,PayPal
TXN_840,102.0,204,Invalid_Date,120.5,
TXN_841,,204,2026-09-01,450.0,PayPal
TXN_842,999.0,204,2026-09-01,15000.0,Bank Transfer
TXN_843,,203,2026-09-01,15000.0,Credit Card
TXN_844,103.0,203,2026-09-02,450.0,Credit Card
TXN_845,104.0,202,,,Credit Card
TXN_846,104.0,203,,15000.0,Credit Card
TXN_847,999.0,204,2026-09-02,120.5,
TXN_848,103.0,202,2026-09-02,,Credit Card
TXN_849,105.0,203,Invalid_Date,-50.0,PayPal
TXN_850,,204,2026-09-02,-50.0,Credit Card
TXN_851,101.0,201,2026-09-01,120.5,PayPal
TXN_852,103.0,201,,15000.0,Bank Transfer
TXN_853,102.0,202,2026-09-02,15000.0,Credit Card
TXN_854,104.0,202,Invalid_Date,120.5,
TXN_855,103.0,204,2026-09-01,450.0,
TXN_856,101.0,203,2026-09-02,15000.0,Credit Card
TXN_857,103.0,203,2026-09-02,120.5,Credit Card
TXN_858,104.0,202,,120.5,Credit Card
TXN_859,103.0,201,,120.5,Bank Transfer
TXN_860,102.0,201,2026-09-02,15000.0,
TXN_861,,204,Invalid_Date,450.0,Bank Transfer
TXN_862,999.0,202,2026-09-02,-50.0,Bank Transfer
TXN_863,102.0,203,Invalid_Date,450.0,Credit Card
TXN_864,105.0,204,,450.0,PayPal
TXN_865,,202,Invalid_Date,,
TXN_866,104.0,203,,,Bank Transfer
TXN_867,999.0,201,2026-09-02,120.5,PayPal
TXN_868,103.0,202,2026-09-01,,Bank Transfer
TXN_869,104.0,204,2026-09-02,450.0,Bank Transfer
TXN_870,101.0,203,,,Bank Transfer
TXN_871,999.0,204,2026-09-02,-50.0,
TXN_872,103.0,202,,15000.0,PayPal
TXN_873,103.0,201,Invalid_Date,120.5,PayPal
TXN_874,104.0,203,,120.5,PayPal
TXN_875,105.0,201,2026-09-02,-50.0,
TXN_876,,202,Invalid_Date,15000.0,Credit Card
TXN_877,999.0,204,2026-09-02,15000.0,Credit Card
TXN_878,104.0,201,2026-09-02,-50.0,Bank Transfer
TXN_879,,201,,120.5,
TXN_880,102.0,202,,-50.0,PayPal
TXN_881,,201,2026-09-02,120.5,Bank Transfer
TXN_882,105.0,202,2026-09-02,15000.0,Credit Card
TXN_883,999.0,202,2026-09-02,,Bank Transfer
TXN_884,,202,2026-09-02,,PayPal
TXN_885,103.0,202,2026-09-02,,
TXN_886,103.0,201,Invalid_Date,,Credit Card
TXN_887,105.0,204,2026-09-02,450.0,PayPal
TXN_888,101.0,201,2026-09-02,,Bank Transfer
TXN_889,105.0,204,Invalid_Date,120.5,Bank Transfer
TXN_890,103.0,203,2026-09-02,-50.0,PayPal
TXN_891,101.0,202,2026-09-02,-50.0,PayPal
TXN_892,102.0,204,,,PayPal
TXN_893,,204,2026-09-01,120.5,PayPal
TXN_894,105.0,202,,450.0,
TXN_895,104.0,202,,-50.0,Credit Card
TXN_896,101.0,204,2026-09-02,-50.0,PayPal
TXN_897,105.0,201,2026-09-01,,Credit Card
TXN_898,,204,Invalid_Date,15000.0,PayPal
TXN_899,102.0,201,,,Credit Card
TXN_900,104.0,202,2026-09-01,,Credit Card
TXN_901,104.0,204,2026-09-01,,PayPal
TXN_902,104.0,202,Invalid_Date,-50.0,Credit Card
TXN_903,102.0,203,2026-09-01,-50.0,
TXN_904,,202,,15000.0,Bank Transfer
TXN_905,102.0,201,Invalid_Date,15000.0,Credit Card
TXN_906,103.0,203,2026-09-02,,Credit Card
TXN_907,102.0,202,,15000.0,Credit Card
TXN_908,104.0,201,,15000.0,Bank Transfer
TXN_909,,202,2026-09-01,-50.0,Credit Card
TXN_910,102.0,203,2026-09-01,120.5,
TXN_911,102.0,202,2026-09-01,,
TXN_912,,202,2026-09-01,-50.0,Credit Card
TXN_913,999.0,204,2026-09-01,15000.0,Credit Card
TXN_914,101.0,203,Invalid_Date,-50.0,Bank Transfer
TXN_915,101.0,201,Invalid_Date,120.5,Bank Transfer
TXN_916,102.0,201,2026-09-01,-50.0,PayPal
TXN_917,101.0,203,2026-09-02,120.5,PayPal
TXN_918,105.0,203,Invalid_Date,-50.0,PayPal
TXN_919,101.0,204,Invalid_Date,-50.0,Bank Transfer
TXN_920,104.0,204,2026-09-02,450.0,Credit Card
TXN_921,104.0,201,2026-09-01,-50.0,Bank Transfer
TXN_922,104.0,201,,120.5,Credit Card
TXN_923,105.0,201,2026-09-02,450.0,Credit Card
TXN_924,104.0,204,2026-09-01,-50.0,Bank Transfer
TXN_925,104.0,201,2026-09-02,120.5,Bank Transfer
TXN_926,105.0,202,Invalid_Date,15000.0,Credit Card
TXN_927,103.0,204,2026-09-02,-50.0,Credit Card
TXN_928,101.0,201,2026-09-01,,Bank Transfer
TXN_929,999.0,204,2026-09-02,450.0,Credit Card
TXN_930,101.0,201,Invalid_Date,450.0,
TXN_931,999.0,203,2026-09-02,-50.0,Bank Transfer
TXN_932,103.0,204,2026-09-01,120.5,PayPal
TXN_933,104.0,204,2026-09-01,15000.0,Bank Transfer
TXN_934,102.0,201,2026-09-02,-50.0,Credit Card
TXN_935,104.0,204,,120.5,Credit Card
TXN_936,105.0,201,2026-09-01,-50.0,Bank Transfer
TXN_937,,203,2026-09-01,120.5,Credit Card
TXN_938,102.0,201,,15000.0,PayPal
TXN_939,101.0,201,2026-09-02,,Bank Transfer
TXN_940,104.0,204,Invalid_Date,120.5,Bank Transfer
TXN_941,103.0,202,2026-09-02,-50.0,Credit Card
TXN_942,999.0,202,,15000.0,Credit Card
TXN_943,999.0,204,Invalid_Date,120.5,PayPal
TXN_944,105.0,202,2026-09-02,15000.0,Bank Transfer
TXN_945,101.0,203,2026-09-02,-50.0,Bank Transfer
TXN_946,,202,2026-09-01,120.5,Bank Transfer
TXN_947,104.0,204,Invalid_Date,,
TXN_948,105.0,201,Invalid_Date,450.0,PayPal
TXN_949,105.0,202,,15000.0,PayPal
TXN_950,104.0,203,2026-09-01,120.5,PayPal
TXN_951,103.0,201,,15000.0,PayPal
TXN_952,104.0,203,2026-09-02,-50.0,PayPal
TXN_953,101.0,203,2026-09-02,,
TXN_954,102.0,203,,-50.0,
TXN_955,101.0,204,Invalid_Date,-50.0,Bank Transfer
TXN_956,101.0,201,Invalid_Date,15000.0,Credit Card
TXN_957,105.0,204,2026-09-02,450.0,Credit Card
TXN_958,105.0,203,2026-09-01,15000.0,Credit Card
TXN_959,104.0,204,2026-09-01,,PayPal
TXN_960,103.0,203,2026-09-02,-50.0,Credit Card
TXN_961,103.0,201,,-50.0,Credit Card
TXN_962,,204,,450.0,
TXN_963,102.0,202,2026-09-02,120.5,
TXN_964,103.0,204,2026-09-02,-50.0,
TXN_965,105.0,202,,15000.0,
TXN_966,104.0,203,2026-09-02,120.5,Bank Transfer
TXN_967,999.0,203,,120.5,Bank Transfer
TXN_968,101.0,201,,-50.0,Credit Card
TXN_969,102.0,202,2026-09-02,15000.0,Bank Transfer
TXN_970,104.0,204,,-50.0,Bank Transfer
TXN_971,101.0,202,2026-09-02,120.5,Credit Card
TXN_972,103.0,203,,15000.0,PayPal
TXN_973,,203,2026-09-02,15000.0,Credit Card
TXN_974,999.0,203,Invalid_Date,120.5,
TXN_975,102.0,203,,-50.0,
TXN_976,105.0,204,,450.0,Bank Transfer
TXN_977,999.0,204,,120.5,Bank Transfer
TXN_978,101.0,202,,,Credit Card
TXN_979,102.0,204,,120.5,Bank Transfer
TXN_980,999.0,201,2026-09-01,120.5,PayPal
TXN_981,102.0,203,2026-09-02,450.0,Bank Transfer
TXN_982,101.0,204,2026-09-01,15000.0,PayPal
TXN_983,,202,Invalid_Date,-50.0,Credit Card
TXN_984,105.0,202,,-50.0,Credit Card
TXN_985,103.0,202,,15000.0,
TXN_986,104.0,203,Invalid_Date,,Credit Card
TXN_987,999.0,202,Invalid_Date,,Credit Card
TXN_988,102.0,204,2026-09-02,-50.0,
TXN_989,101.0,201,2026-09-02,15000.0,
TXN_990,999.0,203,2026-09-02,120.5,PayPal
TXN_991,102.0,204,Invalid_Date,,Credit Card
TXN_992,,201,2026-09-02,-50.0,Credit Card
TXN_993,101.0,203,2026-09-02,450.0,
TXN_994,105.0,201,2026-09-02,,
TXN_995,104.0,203,2026-09-02,-50.0,Credit Card
TXN_996,999.0,203,Invalid_Date,-50.0,
TXN_997,102.0,202,Invalid_Date,450.0,PayPal
TXN_998,999.0,204,,15000.0,PayPal
TXN_999,103.0,203,,450.0,
